104;26.08.2025 04:14;P-03;Piec główny;OP-011;Bagietka;189,87;34,83;27,6;80;18,12;PARTIA-9445;OK;STANDARD
117;12.10.2025 09:30;P-09;Piec rezerwowy;OP-008;Bagietka;185,43;40,42;20,5;36,5;20,31;PARTIA-8206;OK;STANDARD
121;31.08.2025 04:25;P-02;Linia 2;OP-007;Bagietka;176,3;30,83;24,8;38,1;40;PARTIA-9890;OK;PREMIUM
124;16.10.2025 21:38;P-08;Linia 1;OP-001;Bagietka;165,59;32,77;21,9;46,9;23,22;PARTIA-7389;OK;STANDARD
132;8.10.2025 12:31;P-04;Linia 1;OP-008;Bagietka;179,86;32,77;19,2;26,1;18,64;PARTIA-7211;OK;PREMIUM
133;2.10.2025 08:48;P-05;Linia 2;OP-013;Bagietka;183,72;37,39;23,5;44,8;18,29;PARTIA-2341;OK;PREMIUM
134;20.09.2025 14:26;P-08;Piec główny;OP-001;Bagietka;175,97;42,52;24,1;53,8;19,34;PARTIA-4673;OK;STANDARD
140;29.09.2025 16:30;P-05;Piec główny;OP-002;Bagietka;187,53;38,07;20,7;34,8;19,23;PARTIA-7149;OK;STANDARD
143;3.10.2025 14:49;P-10;Piec główny;OP-013;Bagietka;100;33,54;23,7;28,5;19,85;PARTIA-9728;ODPAD KRYTYCZNY;---
151;1.10.2025 00:35;P-10;Linia 2;OP-010;Bagietka;190,73;34,18;23,9;50,5;17,25;PARTIA-1470;OK;STANDARD
153;28.08.2025 01:32;P-04;Linia 1;OP-006;Bagietka;190,05;33,74;25,1;48,4;24,31;PARTIA-5581;OK;STANDARD
158;6.10.2025 13:28;P-04;Piec rezerwowy;OP-007;Bagietka;161,76;20;24,6;53,5;22,28;PARTIA-7046;OK;STANDARD
160;23.09.2025 00:25;P-06;Linia 2;OP-012;Bagietka;170,16;39,59;25,9;29,3;17,03;PARTIA-6023;OK;PREMIUM
165;28.09.2025 02:23;P-01;Piec rezerwowy;OP-012;Bagietka;202,23;28,81;23,3;50,2;17,8;PARTIA-1745;ODPAD KRYTYCZNY;---
168;27.08.2025 21:57;P-08;Linia 2;OP-008;Bagietka;191,04;37,84;23,6;61,3;18,86;PARTIA-4020;OK;STANDARD
178;19.10.2025 04:55;P-07;Linia 2;OP-008;Bagietka;176,47;40,43;25,6;49,7;5;PARTIA-1534;OK;STANDARD
180;21.09.2025 00:53;P-02;Piec rezerwowy;OP-011;Bagietka;180,54;30,3;25,2;43,6;16,37;PARTIA-4241;OK;PREMIUM
191;26.08.2025 14:22;P-08;Linia 2;OP-002;Bagietka;186,07;41,56;10;32,5;18,49;PARTIA-7690;OK;STANDARD
193;9.10.2025 08:59;P-06;Linia 2;OP-007;Bagietka;171,46;36,8;22,8;50,6;19,37;PARTIA-7561;OK;STANDARD
208;3.10.2025 00:42;P-05;Linia 2;OP-013;Bagietka;151,94;32,57;22;46,4;19,18;PARTIA-9318;ODPAD KRYTYCZNY;---
209;22.08.2025 11:20;P-05;Piec główny;OP-014;Bagietka;260;31,54;26,3;44,3;20,74;PARTIA-5891;ODPAD KRYTYCZNY;---
211;26.08.2025 20:29;P-08;Linia 2;OP-009;Bagietka;187,87;30,54;23,5;80;20,41;PARTIA-6446;OK;STANDARD
219;17.09.2025 03:11;P-02;Linia 1;OP-008;Bagietka;174,73;32,44;22,4;42,4;17,81;PARTIA-7512;OK;PREMIUM
231;29.08.2025 07:34;P-01;Linia 2;OP-015;Bagietka;185,41;39,42;25,1;55;26,17;PARTIA-9955;OK;STANDARD
232;3.09.2025 18:35;P-03;Linia 2;OP-002;Bagietka;202,34;26,5;22,2;50,3;22,24;PARTIA-5901;ODPAD KRYTYCZNY;---
236;29.08.2025 13:40;P-05;Linia 2;OP-001;Bagietka;177,28;38,64;20,5;38,3;19,38;PARTIA-1132;OK;PREMIUM
242;8.09.2025 11:19;P-03;Linia 1;OP-002;Bagietka;187,69;38,44;25,2;49,2;18,87;PARTIA-7807;OK;STANDARD
258;26.09.2025 05:58;P-08;Linia 2;OP-010;Bagietka;187,61;26,56;23,9;56,4;18,36;PARTIA-1536;OK;STANDARD
265;16.10.2025 21:27;P-10;Piec rezerwowy;OP-004;Bagietka;184,67;37,43;23,6;48,5;22,01;PARTIA-3417;OK;PREMIUM
282;22.09.2025 12:35;P-07;Piec główny;OP-007;Bagietka;170,06;34,61;23,9;45,2;21,61;PARTIA-7992;OK;PREMIUM
283;9.09.2025 09:07;P-06;Linia 1;OP-011;Bagietka;187,15;38,59;25,3;49,4;20,06;PARTIA-3500;OK;STANDARD
288;25.09.2025 08:47;P-01;Linia 1;OP-005;Bagietka;176,82;36,63;27,2;41,3;16,11;PARTIA-2697;OK;PREMIUM
290;28.09.2025 12:34;P-04;Piec główny;OP-014;Bagietka;181,52;29,55;25,2;43,4;20,11;PARTIA-7022;OK;STANDARD
297;24.08.2025 08:42;P-08;Piec rezerwowy;OP-006;Bagietka;173,51;15;20,3;59,2;18,2;PARTIA-6105;OK;STANDARD
317;27.08.2025 18:01;P-04;Linia 1;OP-015;Bagietka;170,36;30,21;24,1;48,4;19,85;PARTIA-3419;OK;PREMIUM
318;28.08.2025 11:11;P-04;Piec rezerwowy;OP-002;Bagietka;172,42;42,57;27,4;38,9;18,07;PARTIA-4232;OK;STANDARD
324;19.10.2025 06:55;P-06;Piec główny;OP-009;Bagietka;176,66;30,68;24,4;43,6;20,95;PARTIA-8565;OK;PREMIUM
325;16.09.2025 17:34;P-08;Piec główny;OP-001;Bagietka;197,5;41,91;23;32,1;22,07;PARTIA-5703;OK;STANDARD
331;20.09.2025 19:49;P-08;Piec rezerwowy;OP-008;Bagietka;179,86;31,55;21,5;40,1;24,33;PARTIA-7108;OK;PREMIUM
334;9.09.2025 03:15;P-02;Linia 2;OP-009;Bagietka;166,78;29,27;24;31,4;22,12;PARTIA-5128;OK;STANDARD
335;14.09.2025 05:34;P-10;Piec rezerwowy;OP-014;Bagietka;181,75;49,93;10;48,7;19,06;PARTIA-2335;OK;STANDARD
336;17.09.2025 00:30;P-10;Piec rezerwowy;OP-011;Bagietka;184,83;29,48;25,1;48,6;17,04;PARTIA-6082;OK;STANDARD
337;28.08.2025 17:18;P-07;Piec główny;OP-003;Bagietka;189,76;39,59;22,6;32,5;20,16;PARTIA-7171;OK;STANDARD
342;15.09.2025 19:47;P-03;Piec główny;OP-003;Bagietka;177,65;34,77;25,9;37,4;26,09;PARTIA-2657;OK;PREMIUM
348;23.09.2025 13:45;P-04;Piec rezerwowy;OP-009;Bagietka;179,93;41,98;25,2;49,1;22,25;PARTIA-8684;OK;STANDARD
367;3.09.2025 08:12;P-10;Piec rezerwowy;OP-004;Bagietka;186,3;30,98;24,5;54;18,11;PARTIA-8032;OK;STANDARD
371;29.08.2025 10:46;P-01;Linia 2;OP-011;Bagietka;172,3;28,52;25,2;40,4;20,54;PARTIA-5155;OK;STANDARD
372;12.10.2025 13:08;P-01;Piec główny;OP-006;Bagietka;174,43;25,41;24,6;43,5;24,06;PARTIA-4950;OK;STANDARD
382;27.08.2025 07:04;P-08;Linia 2;OP-015;Bagietka;184,58;39,15;22,5;44,7;18,03;PARTIA-4060;OK;PREMIUM
383;18.09.2025 15:30;P-08;Linia 2;OP-012;Bagietka;173,93;37,29;22,9;17,5;18,5;PARTIA-9507;OK;PREMIUM
386;4.10.2025 03:27;P-06;Piec główny;OP-002;Bagietka;175,76;36,25;22,9;3;17,56;PARTIA-5843;OK;PREMIUM
390;5.10.2025 00:17;P-02;Linia 2;OP-011;Bagietka;175,44;30,19;26,1;35,2;50;PARTIA-9406;OK;PREMIUM
414;16.10.2025 23:31;P-06;Piec rezerwowy;OP-015;Bagietka;190,71;37,22;21,9;33,5;17,85;PARTIA-9501;OK;STANDARD
415;31.08.2025 06:45;P-05;Piec główny;OP-014;Bagietka;176,99;28,95;23,6;48,9;20,75;PARTIA-4216;OK;STANDARD
425;12.09.2025 07:07;P-04;Piec rezerwowy;OP-006;Bagietka;168,03;39,47;23,2;53,9;25,49;PARTIA-6231;OK;STANDARD
427;2.10.2025 00:19;P-09;Piec główny;OP-009;Bagietka;182,22;41,39;22,5;35,5;17,97;PARTIA-4960;OK;STANDARD
429;25.09.2025 04:33;P-03;Piec główny;OP-002;Bagietka;163,43;32,38;21,9;37,6;22,16;PARTIA-7293;OK;STANDARD
439;27.08.2025 11:12;P-10;Piec rezerwowy;OP-009;Bagietka;194,19;4;21,6;57,8;21,01;PARTIA-5728;OK;STANDARD
449;17.09.2025 18:32;P-08;Piec główny;OP-014;Bagietka;168,47;26,56;22,6;27,1;15,93;PARTIA-6427;OK;STANDARD
458;25.09.2025 22:45;P-08;Linia 2;OP-009;Bagietka;179,23;40,71;24,4;39,4;23,81;PARTIA-3837;OK;STANDARD
465;23.09.2025 22:51;P-03;Piec główny;OP-005;Bagietka;191,54;41,93;23,3;42;12,19;PARTIA-2294;OK;STANDARD
478;6.09.2025 19:06;P-05;Piec główny;OP-010;Bagietka;300;31,85;20,3;37,5;21,57;PARTIA-5662;ODPAD KRYTYCZNY;---
487;28.08.2025 05:01;P-08;Linia 1;OP-013;Bagietka;171,89;29,43;25,6;47,6;20,64;PARTIA-5947;OK;STANDARD
488;30.08.2025 11:16;P-10;Piec główny;OP-012;Bagietka;175,69;36,66;26,5;46,4;16,6;PARTIA-6890;OK;PREMIUM
511;7.09.2025 02:34;P-04;Linia 2;OP-004;Bagietka;176,17;34,38;23,2;41;16,45;PARTIA-3541;OK;PREMIUM
521;17.09.2025 08:37;P-09;Piec główny;OP-008;Bagietka;158,04;34,19;12;46,4;22,55;PARTIA-7244;ODPAD KRYTYCZNY;---
524;1.09.2025 20:29;P-08;Piec rezerwowy;OP-004;Bagietka;176,78;36,49;22,1;61,2;18,04;PARTIA-3365;OK;STANDARD
539;25.09.2025 07:48;P-01;Linia 2;OP-005;Bagietka;161,48;38,92;22,4;75;19,05;PARTIA-3497;OK;STANDARD
541;19.09.2025 14:08;P-08;Linia 1;OP-009;Bagietka;171,91;39,78;24;50,2;19,34;PARTIA-9005;OK;STANDARD
560;17.10.2025 01:31;P-04;Linia 2;OP-004;Bagietka;178,39;28,35;26;44,4;19,7;PARTIA-1762;OK;STANDARD
567;19.10.2025 07:34;P-07;Piec główny;OP-004;Bagietka;179,94;40,89;27,7;31,3;21,56;PARTIA-7499;OK;STANDARD
582;31.08.2025 01:12;P-02;Linia 2;OP-003;Bagietka;168,46;37,11;20,5;60,6;45;PARTIA-7899;OK;STANDARD
583;14.10.2025 00:12;P-05;Piec główny;OP-008;Bagietka;199,48;40,13;23,9;38,5;20,08;PARTIA-5123;OK;STANDARD
585;3.10.2025 03:00;P-08;Piec rezerwowy;OP-002;Bagietka;182,27;33,38;24,6;50,9;22,04;PARTIA-1110;OK;STANDARD
589;27.09.2025 06:58;P-03;Linia 1;OP-007;Bagietka;185,15;39,1;25,7;48,2;18,4;PARTIA-9044;OK;STANDARD
590;6.09.2025 11:33;P-10;Piec rezerwowy;OP-013;Bagietka;166,42;36,6;25;43,4;22,29;PARTIA-7161;OK;STANDARD
591;25.08.2025 14:02;P-05;Linia 2;OP-014;Bagietka;300;40,36;23,7;36,2;21,05;PARTIA-2865;ODPAD KRYTYCZNY;---
604;17.09.2025 13:07;P-07;Piec rezerwowy;OP-008;Bagietka;196,77;36,15;21,9;44,6;16,91;PARTIA-1402;OK;STANDARD
606;1.09.2025 23:11;P-02;Piec rezerwowy;OP-014;Bagietka;179,3;32,13;23,3;42,2;24,08;PARTIA-6110;OK;PREMIUM
623;17.09.2025 13:16;P-06;Piec rezerwowy;OP-002;Bagietka;165,53;34,7;24;30,4;23,94;PARTIA-2916;OK;STANDARD
633;16.10.2025 20:35;P-04;Piec główny;OP-005;Bagietka;184,9;37,74;23,1;50,7;18,33;PARTIA-4683;OK;STANDARD
636;30.08.2025 15:08;P-02;Piec główny;OP-010;Bagietka;199,97;29,77;25,9;49,7;20,87;PARTIA-9898;OK;STANDARD
644;8.10.2025 07:20;P-09;Piec rezerwowy;OP-005;Bagietka;159,07;24,55;23,2;43,3;19,2;PARTIA-5794;ODPAD KRYTYCZNY;---
655;25.08.2025 00:34;P-04;Linia 1;OP-008;Bagietka;174,66;35,75;29,2;45,4;23,77;PARTIA-5646;OK;PREMIUM
661;2.09.2025 02:11;P-02;Linia 1;OP-011;Bagietka;171,88;33,63;26,7;36;20,91;PARTIA-2350;OK;PREMIUM
669;17.10.2025 18:29;P-02;Linia 1;OP-006;Bagietka;188,01;33,04;24,4;41,7;22,49;PARTIA-3246;OK;STANDARD
675;15.09.2025 17:32;P-10;Linia 2;OP-012;Bagietka;178,27;33,37;22,9;45,6;20,85;PARTIA-8035;OK;PREMIUM
681;2.09.2025 21:05;P-10;Piec główny;OP-002;Bagietka;176,74;38,7;25,9;46,3;14,04;PARTIA-6185;OK;PREMIUM
682;16.09.2025 03:44;P-03;Linia 2;OP-007;Bagietka;176,1;38,72;27,2;43;20,09;PARTIA-9951;OK;PREMIUM
687;6.09.2025 13:58;P-02;Piec rezerwowy;OP-011;Bagietka;183,13;35,65;24,1;53,1;18,2;PARTIA-2369;OK;STANDARD
692;11.09.2025 14:24;P-08;Piec główny;OP-010;Bagietka;171,7;41,74;21,1;52,1;20,56;PARTIA-3877;OK;STANDARD
696;9.09.2025 16:56;P-02;Piec główny;OP-013;Bagietka;93,81;46,1;15,5;43,5;6,4;PARTIA-8034;ODPAD KRYTYCZNY;---
697;1.09.2025 16:43;P-05;Piec główny;OP-009;Bagietka;168,51;36,28;19,9;58,7;17;PARTIA-2262;OK;STANDARD
704;2.10.2025 15:21;P-04;Linia 1;OP-007;Bagietka;175,27;29,72;28,1;42,4;20,92;PARTIA-2276;OK;STANDARD
721;24.09.2025 12:36;P-07;Linia 1;OP-012;Bagietka;162,65;30,34;23,3;33,9;22,6;PARTIA-8417;OK;STANDARD
728;21.09.2025 03:48;P-03;Piec rezerwowy;OP-002;Bagietka;170,71;27,9;23,3;59,1;21,35;PARTIA-7492;OK;STANDARD
729;2.09.2025 16:56;P-09;Linia 1;OP-001;Bagietka;170,18;40,71;23;36,7;18,61;PARTIA-3848;OK;STANDARD
733;1.10.2025 12:03;P-03;Linia 2;OP-004;Bagietka;183,52;39,9;21,3;52,7;22,28;PARTIA-2376;OK;STANDARD
749;18.09.2025 17:35;P-04;Piec rezerwowy;OP-011;Bagietka;177,21;26,3;19,8;43,9;22,96;PARTIA-9743;OK;STANDARD
757;30.09.2025 22:43;P-10;Piec rezerwowy;OP-004;Bagietka;179,5;28,75;27;51,1;21,19;PARTIA-3907;OK;STANDARD
760;25.09.2025 12:38;P-07;Piec główny;OP-010;Bagietka;193,19;31,96;25,9;60,7;24,34;PARTIA-5944;OK;STANDARD
775;31.08.2025 04:18;P-02;Piec główny;OP-013;Bagietka;157,31;33,95;20,7;36;21,02;PARTIA-1328;ODPAD KRYTYCZNY;---
778;4.10.2025 22:58;P-09;Piec główny;OP-015;Bagietka;181,83;36,54;23,3;32;21,36;PARTIA-8909;OK;PREMIUM
780;6.09.2025 17:38;P-03;Piec główny;OP-001;Bagietka;171,45;26,87;24,3;19,9;20,89;PARTIA-4367;OK;STANDARD
790;29.09.2025 08:29;P-05;Linia 2;OP-008;Bagietka;171,04;41,36;24,8;35,2;15,15;PARTIA-4706;OK;STANDARD
814;2.10.2025 05:40;P-08;Linia 1;OP-013;Bagietka;180,06;33,18;27;53,5;21,02;PARTIA-7828;OK;STANDARD
822;26.09.2025 15:13;P-06;Piec rezerwowy;OP-012;Bagietka;172,74;37,67;21,5;37,7;23,12;PARTIA-7035;OK;PREMIUM
829;5.09.2025 21:04;P-04;Piec rezerwowy;OP-011;Bagietka;160,61;39,45;23,3;31,9;14,68;PARTIA-7709;OK;STANDARD
846;17.09.2025 20:44;P-03;Piec rezerwowy;OP-014;Bagietka;165,44;37,53;25,4;49,4;16,43;PARTIA-2599;OK;STANDARD
863;14.09.2025 10:38;P-04;Linia 1;OP-012;Bagietka;180,45;37,67;25,9;38,5;18,91;PARTIA-3112;OK;PREMIUM
867;19.09.2025 20:26;P-06;Linia 2;OP-015;Bagietka;189,57;28,02;23,1;35,3;17,65;PARTIA-4087;OK;STANDARD
875;3.09.2025 15:16;P-04;Piec główny;OP-012;Bagietka;187,98;35,88;23,2;32,3;25,36;PARTIA-7895;OK;STANDARD
880;29.09.2025 08:00;P-04;Linia 2;OP-006;Bagietka;173,39;31,57;25,4;53,2;17,15;PARTIA-3627;OK;STANDARD
884;18.09.2025 09:58;P-09;Piec główny;OP-002;Bagietka;184,8;34,89;23,6;52,1;24,43;PARTIA-4787;OK;STANDARD
891;18.10.2025 05:20;P-07;Linia 2;OP-007;Bagietka;189,18;38,44;26,3;52,2;24,94;PARTIA-7319;OK;STANDARD
904;14.09.2025 04:03;P-06;Linia 1;OP-004;Bagietka;170,16;36,73;22,4;45,9;19,34;PARTIA-1824;OK;PREMIUM
912;28.09.2025 12:09;P-04;Linia 2;OP-014;Bagietka;185,48;34,88;21,9;36,7;18,83;PARTIA-8751;OK;STANDARD
914;8.10.2025 15:41;P-04;Linia 1;OP-001;Bagietka;180,4;28,71;19;36,9;16,5;PARTIA-5783;OK;STANDARD
926;10.10.2025 14:15;P-05;Linia 1;OP-007;Bagietka;188,48;28,95;22,6;39,1;24,3;PARTIA-8419;OK;STANDARD
937;22.09.2025 04:52;P-05;Piec główny;OP-004;Bagietka;168,34;34,95;22,3;43,9;22,41;PARTIA-8415;OK;STANDARD
954;31.08.2025 08:44;P-06;Linia 1;OP-006;Bagietka;191,44;36,58;25,6;40,4;19,77;PARTIA-4579;OK;STANDARD
961;12.09.2025 13:07;P-05;Piec rezerwowy;OP-015;Bagietka;175,66;38,32;26;35,2;20,11;PARTIA-9419;OK;PREMIUM
968;5.09.2025 19:19;P-09;Piec rezerwowy;OP-002;Bagietka;85;41,67;23,8;48,9;24,35;PARTIA-7678;ODPAD KRYTYCZNY;---
972;7.09.2025 06:54;P-06;Piec główny;OP-015;Bagietka;85;24,47;22,8;49,9;18,81;PARTIA-5937;ODPAD KRYTYCZNY;---
976;21.09.2025 09:37;P-09;Piec rezerwowy;OP-005;Bagietka;85;29,28;24,4;41,8;21,31;PARTIA-7113;ODPAD KRYTYCZNY;---
983;6.10.2025 14:07;P-08;Piec główny;OP-011;Bagietka;85;42,1;25,4;44,1;20,7;PARTIA-2103;ODPAD KRYTYCZNY;---
989;20.10.2025 00:28;P-07;Piec główny;OP-003;Bagietka;85;34,65;24,1;33,3;15,47;PARTIA-5033;ODPAD KRYTYCZNY;---
990;3.10.2025 23:51;P-04;Linia 2;OP-012;Bagietka;85;36,67;26,6;32,9;16,88;PARTIA-6889;ODPAD KRYTYCZNY;---
994;17.09.2025 06:13;P-03;Piec rezerwowy;OP-015;Bagietka;85;39,77;23,4;48,5;28,54;PARTIA-2252;ODPAD KRYTYCZNY;---
998;24.08.2025 19:50;P-08;Piec rezerwowy;OP-011;Bagietka;85;34,22;25,6;41,5;20,84;PARTIA-7430;ODPAD KRYTYCZNY;---
1005;14.09.2025 10:47;P-04;Linia 1;OP-002;Bagietka;85;31,6;23,1;56;23,65;PARTIA-4834;ODPAD KRYTYCZNY;---
1036;5.10.2025 23:51;P-05;Linia 2;OP-010;Bagietka;85;34,14;25,6;27,7;18,32;PARTIA-4096;ODPAD KRYTYCZNY;---
1040;8.09.2025 22:58;P-07;Linia 1;OP-011;Bagietka;184,73;37,9;24,1;29,9;19,43;PARTIA-9783;OK;PREMIUM
1043;24.08.2025 16:04;P-03;Linia 2;OP-006;Bagietka;184,17;32,51;26,4;36,5;19,05;PARTIA-6024;OK;PREMIUM
1060;1.10.2025 04:37;P-09;Linia 1;OP-015;Bagietka;185,17;32,2;24,2;42,6;21,8;PARTIA-5530;OK;STANDARD
1089;3.09.2025 10:50;P-07;Linia 1;OP-012;Bagietka;170,75;29,59;23,7;63,4;20,37;PARTIA-7563;OK;STANDARD
1105;13.09.2025 15:15;P-02;Piec rezerwowy;OP-002;Bagietka;184,2;29,96;27,4;27,5;20,85;PARTIA-4739;OK;STANDARD
1107;30.09.2025 21:20;P-10;Linia 2;OP-011;Bagietka;173,01;42,33;21;33,8;19,37;PARTIA-8289;OK;STANDARD
1121;23.09.2025 07:18;P-09;Linia 1;OP-011;Bagietka;164,19;30,5;21,3;37,2;16,3;PARTIA-8891;OK;STANDARD
1124;26.09.2025 06:56;P-01;Piec rezerwowy;OP-001;Bagietka;176,94;34,64;22;67,6;21,67;PARTIA-5698;OK;STANDARD
1131;12.09.2025 09:44;P-04;Linia 1;OP-009;Bagietka;186,81;33,43;24,3;70,4;19,75;PARTIA-9715;OK;STANDARD
1139;11.10.2025 17:51;P-04;Linia 2;OP-006;Bagietka;185,17;31,26;23,2;48,9;20,06;PARTIA-9165;OK;STANDARD
1140;8.10.2025 13:56;P-06;Piec główny;OP-008;Bagietka;180,47;34,71;24,8;56,6;18,54;PARTIA-2314;OK;STANDARD
1148;28.09.2025 19:05;P-09;Piec główny;OP-009;Bagietka;172,34;37,42;26,5;37,5;22,76;PARTIA-8884;OK;PREMIUM
1150;14.09.2025 13:27;P-02;Linia 2;OP-004;Bagietka;182,32;41,46;26,5;40,8;28,12;PARTIA-1246;OK;STANDARD
1159;16.10.2025 01:27;P-04;Linia 2;OP-001;Bagietka;174;38,39;24,9;52;14,98;PARTIA-3207;OK;STANDARD
1186;28.09.2025 16:44;P-09;Linia 2;OP-010;Bagietka;174,49;25,17;22,5;56,6;16,6;PARTIA-6163;OK;STANDARD
1189;22.08.2025 03:40;P-04;Linia 1;OP-007;Bagietka;163,96;32,94;25,4;39,9;22,5;PARTIA-8412;OK;STANDARD
1203;3.10.2025 19:25;P-01;Piec główny;OP-005;Bagietka;179,69;42,13;24,6;43,4;17,04;PARTIA-9846;OK;STANDARD
1206;29.08.2025 18:46;P-02;Linia 2;OP-004;Bagietka;165,84;30,86;25,3;38,9;21,06;PARTIA-7460;OK;STANDARD
1212;26.09.2025 08:11;P-04;Piec główny;OP-004;Bagietka;163,7;43,5;19,8;53,2;17,53;PARTIA-8046;OK;STANDARD
1220;18.10.2025 18:11;P-01;Piec główny;OP-006;Bagietka;181,07;33,1;23,8;48,1;20,83;PARTIA-8373;OK;PREMIUM
1224;25.09.2025 06:13;P-07;Piec główny;OP-010;Bagietka;194,13;31,88;21,6;56,8;18,06;PARTIA-3790;OK;STANDARD
1229;17.10.2025 13:04;P-09;Piec główny;OP-012;Bagietka;162,4;38,25;23,9;59,8;7,84;PARTIA-8940;OK;STANDARD
1242;30.09.2025 08:02;P-04;Piec rezerwowy;OP-014;Bagietka;204,71;29,55;24,3;29,5;17,91;PARTIA-9582;ODPAD KRYTYCZNY;---
1263;30.09.2025 10:51;P-08;Linia 2;OP-003;Bagietka;170,84;35,3;23,4;50,1;19,68;PARTIA-1893;OK;STANDARD
1266;21.09.2025 17:57;P-03;Linia 2;OP-007;Bagietka;174,58;38,77;27,7;50,8;18,22;PARTIA-8387;OK;STANDARD
1268;1.09.2025 01:43;P-08;Linia 1;OP-002;Bagietka;172,2;33,55;25,8;38,3;18,64;PARTIA-3686;OK;PREMIUM
1272;18.10.2025 17:40;P-01;Piec rezerwowy;OP-013;Bagietka;170,88;31,87;25;60,9;22,69;PARTIA-3459;OK;STANDARD
1283;25.08.2025 20:22;P-01;Linia 1;OP-011;Bagietka;164,02;33,08;22,6;52,3;24,01;PARTIA-2436;OK;STANDARD
1286;16.10.2025 14:42;P-01;Linia 1;OP-002;Bagietka;179,37;37,98;21,6;48,1;17,87;PARTIA-7038;OK;PREMIUM
1289;10.10.2025 19:30;P-02;Linia 1;OP-012;Bagietka;184,64;41,12;27;46,9;17,37;PARTIA-9635;OK;STANDARD
1299;10.09.2025 00:33;P-05;Piec główny;OP-005;Bagietka;196,06;42,08;24,6;60,9;20,54;PARTIA-5919;OK;STANDARD
1301;2.10.2025 06:56;P-02;Linia 1;OP-011;Bagietka;187,34;25,91;23,2;44,6;20,27;PARTIA-7488;OK;STANDARD
1312;26.08.2025 08:06;P-06;Piec główny;OP-012;Bagietka;194,29;29,07;26,6;44,9;19,02;PARTIA-7780;OK;STANDARD
1313;11.10.2025 15:17;P-02;Piec rezerwowy;OP-008;Bagietka;180,9;37,98;23,5;54,6;24,44;PARTIA-8404;OK;STANDARD
1317;24.09.2025 14:04;P-09;Piec rezerwowy;OP-003;Bagietka;173,02;27,54;26;33;18,89;PARTIA-8921;OK;STANDARD
1321;10.10.2025 05:52;P-01;Piec główny;OP-011;Bagietka;179,06;32,33;29;59,5;19,42;PARTIA-8649;OK;STANDARD
1327;21.09.2025 09:02;P-06;Linia 1;OP-009;Bagietka;170,28;40,6;24,7;55,7;16,29;PARTIA-3319;OK;STANDARD
1337;30.09.2025 16:29;P-04;Linia 1;OP-003;Bagietka;179,38;27,07;23,8;37,2;19,38;PARTIA-7423;OK;STANDARD
1346;24.09.2025 04:23;P-08;Piec główny;OP-007;Bagietka;70;39,91;25,8;41,8;23,78;PARTIA-4411;ODPAD KRYTYCZNY;---
1352;3.09.2025 22:41;P-10;Linia 2;OP-013;Bagietka;70;29,52;19,9;38,3;23,41;PARTIA-9098;ODPAD KRYTYCZNY;---
1356;19.10.2025 03:35;P-04;Linia 1;OP-004;Bagietka;70;30,68;23,3;34,1;21,07;PARTIA-5989;ODPAD KRYTYCZNY;---
1381;9.09.2025 07:24;P-07;Linia 1;OP-006;Bagietka;70;42,48;27,9;44,9;20,85;PARTIA-3744;ODPAD KRYTYCZNY;---
